Wall time,Step,Value
1705997883.6318018,520,1.0861988067626953
1705997904.5798059,1853,1.5764089822769165
1705997939.2279477,4023,2.941354513168335
1705997949.8348145,4699,3.5859639644622803
1705997951.2798169,4795,3.686444044113159
1705997972.8041787,6157,5.509167671203613
1705997974.4318988,6261,5.682918548583984
1705997989.3515882,7199,7.362052917480469
1705997999.0919204,7779,5.788027286529541
1705998007.1478019,8271,4.866999626159668
1705998016.699821,8858,4.016406536102295
1705998028.4877808,9594,3.1900813579559326
1705998033.28382,9896,2.9073264598846436
1705998039.867751,10290,2.5780277252197266
1705998057.5077891,11369,1.8601760864257812
1705998070.4975622,12182,1.456860065460205
1705998070.6288762,12184,1.4559869766235352
1705998124.5334067,15504,0.5388196110725403
1705998132.299843,15989,0.4662829041481018
1705998135.7045522,16203,0.4375213384628296
1705998139.1437378,16412,0.411181777715683
1705998180.0469568,19004,0.19643822312355042
1705998271.7076256,24762,0.05315623804926872
1705998312.2150815,27293,0.03830067068338394
1705998316.7642517,27588,0.037362582981586456
1705998396.6718874,32559,0.03209339454770088
1705998432.9717367,34819,0.044229600578546524
1705998433.7135842,34865,0.04451119899749756
1705998453.4208634,36072,0.04947957396507263
1705998478.4557302,37593,0.05770758539438248
1705998486.563847,38084,0.05841219052672386
1705998507.6370928,39385,0.057798657566308975
1705998517.1572628,39963,0.05906384438276291
1705998547.8725088,41856,0.06106971576809883
1705998606.4758527,45461,0.06338866800069809
1705998621.7917593,46419,0.0639001727104187
1705998626.6839287,46711,0.06363914161920547
1705998673.9919286,49612,0.06368663161993027
1705998693.287776,50756,0.06467357277870178
1705998713.7999022,52023,0.06759104132652283
1705998716.5800257,52188,0.06836014986038208
1705998742.3318121,53726,0.06662536412477493
1705998757.6398828,54628,0.06386100500822067
1705998771.5623705,55489,0.06810056418180466
1705998796.9397974,57024,0.06704946607351303
1705998802.1752348,57343,0.06567656248807907
1705998826.1397474,58781,0.06244639307260513
1705998841.2558482,59706,0.0631224513053894
1705998864.1117318,61072,0.06812252104282379
1705998864.1600335,61073,0.06813119351863861
1705998866.7918715,61228,0.06901316344738007
1705998878.895848,61927,0.06965205818414688
1705998896.2197902,62948,0.07073551416397095
1705998901.1477582,63264,0.07091675698757172
1705998914.3318973,64076,0.0725225880742073
1705998920.799533,64480,0.0725046917796135
1705998922.3997996,64573,0.07248486578464508
1705998927.644649,64890,0.07084308564662933
1705998959.201768,66820,0.07478582113981247
1705998962.0958545,67001,0.073478102684021
1705998964.7557416,67167,0.07161278277635574
1705998975.8458004,67873,0.07253562659025192
1705999000.0277686,69397,0.07505004853010178
1705999009.029766,69971,0.07520198822021484
1705999011.848996,70149,0.07458794862031937
1705999016.7679834,70461,0.07568395137786865
1705999043.3519793,72131,0.08226437866687775
1705999053.5638828,72771,0.08397655189037323
1705999066.2317579,73585,0.08682531863451004
1705999134.8797286,77944,0.09115118533372879
1705999154.3237681,79206,0.09369878470897675
1705999159.481479,79532,0.09574147313833237
