Wall time,Step,Value
1706010351.3403835,743407,1107.2830810546875
1706010373.792125,744632,1070.940673828125
1706010382.3065753,745102,1069.0255126953125
1706010460.9398825,749403,1083.2169189453125
1706010472.5360346,750036,1088.38671875
1706010476.232287,750229,1101.900146484375
1706010521.1007645,752705,1099.70703125
1706010556.5058784,754643,1106.927490234375
1706010576.8667276,755768,1135.57421875
1706010642.5563543,759351,1153.599853515625
1706010682.8080664,761503,1132.3331298828125
1706010821.239926,768980,1026.0394287109375
1706010979.7209644,777599,1026.158935546875
1706011031.5488963,780383,1001.3215942382812
1706011138.3735948,786193,997.8286743164062
1706011146.6041875,786635,996.4730224609375
1706011254.1479092,792481,961.5367431640625
1706011438.4803903,802353,964.9283447265625
1706011459.1706767,803488,964.680908203125
1706011527.9420118,807201,892.8616333007812
1706011648.2162416,813652,927.79296875
1706011659.76792,814267,911.51904296875
1706011710.518077,816967,911.8239135742188
1706011731.197424,818075,914.3634643554688
1706011793.8241444,821419,933.096923828125
1706011878.3464928,825957,936.1133422851562
1706011949.5281048,829830,970.6431274414062
1706012100.0445294,837903,1088.85107421875
1706012188.7640944,842659,1095.7041015625
1706012286.3120677,847921,1092.1734619140625
1706012508.8600864,859769,1052.2427978515625
1706012516.895908,860192,1065.7930908203125
1706012570.2880182,862984,1025.3907470703125
1706012621.4038556,865730,1028.8681640625
1706012625.764102,865958,1042.1822509765625
1706012633.8571737,866388,1027.4854736328125
1706012690.564,869420,993.8714599609375
1706012694.376072,869607,950.3005981445312
1706012702.5366168,870036,950.3038330078125
1706012707.0919356,870267,950.4481201171875
1706012747.9041748,872471,954.8593139648438
1706012758.7919974,873050,985.1002197265625
1706012879.0158916,879474,924.4309692382812
1706013059.814827,889174,939.9111328125
1706013084.2763128,890470,946.092529296875
1706013180.828076,895610,1001.5175170898438
1706013215.4159365,897414,1009.4395751953125
1706013248.7826853,899191,1003.5108642578125
1706013345.0120184,904317,1051.801513671875
1706013368.463286,905544,1067.277099609375
1706013382.0120583,906245,1061.1162109375
1706013413.1239877,907836,1034.759765625
1706013480.5347114,911395,1036.89794921875
1706013604.9730597,917996,953.8348999023438
1706013621.4878795,918868,942.2783813476562
1706013829.6919856,929835,952.4833984375
1706014033.2625422,940585,911.2456665039062
1706014121.4400935,945181,959.2736206054688
1706014175.920054,948031,940.9893188476562
1706014230.1001167,950918,959.05908203125
1706014257.9227595,952357,957.526611328125
1706014280.724296,953520,949.7074584960938
1706014290.430751,954026,951.2871704101562
1706014346.4871843,956977,978.334716796875
1706014402.9959543,959931,926.6121826171875
1706014469.3810995,963413,945.1485595703125
1706014530.1214087,966596,916.4733276367188
1706014584.9721756,969484,931.0097045898438
1706014611.0677693,970837,946.4960327148438
1706014775.0439363,979419,1021.4882202148438
1706014823.08963,981929,1055.9384765625
1706014941.7883458,988155,1092.6881103515625
1706014941.8475175,988156,1093.4071044921875
1706014946.4119213,988387,1091.8160400390625
1706014986.409169,990475,1087.0516357421875
1706015004.7561991,991437,1086.7493896484375
1706015071.0611503,994924,1137.67431640625
1706015247.1898317,1004089,1222.6407470703125
1706015325.1481416,1008074,1152.880859375
1706015366.908017,1010264,1159.4891357421875
1706015427.7691696,1013463,1163.693359375
1706015501.5559056,1017337,1176.789306640625
1706015515.3240857,1018057,1167.5345458984375
1706015565.355901,1020667,1147.38623046875
1706015636.947703,1024392,1151.251953125
1706015723.908096,1028953,1124.166015625
1706015826.2999723,1034333,1132.86669921875
1706015835.6360743,1034820,1143.00048828125
1706015853.7999158,1035763,1142.654052734375
1706015953.696154,1040990,1120.094970703125
1706016129.299955,1050063,1213.027587890625
1706016149.2441308,1051094,1197.3272705078125
1706016169.8002396,1052158,1212.2022705078125
1706016182.1558418,1052781,1209.3150634765625
1706016203.7160075,1053912,1171.3741455078125
1706016225.2949626,1055029,1162.23486328125
1706016244.8002312,1056050,1160.0330810546875
1706016373.8801336,1062683,1192.114501953125
1706016460.292153,1067146,1213.5950927734375
1706016527.08084,1070511,1151.50732421875
1706016559.2682629,1072150,1122.102294921875
1706016725.5999773,1080707,1069.5601806640625
1706016735.9163342,1081245,1071.7703857421875
1706016738.7843013,1081380,1069.285888671875
1706016783.0959363,1083665,1063.13427734375
1706016796.0489838,1084340,1049.9945068359375
1706016864.7652862,1087862,1067.3092041015625
1706016882.961773,1088792,1100.830078125
1706016998.1545935,1094722,1123.0543212890625
1706017016.5040104,1095699,1123.69921875
1706017016.59992,1095700,1122.4722900390625
1706017039.7039154,1096875,1092.518310546875
1706017048.7560382,1097334,1085.762451171875
1706017207.5443056,1105534,1115.542724609375
1706017281.383919,1109333,1129.3365478515625
1706017456.438445,1118313,1176.15087890625
1706017470.8155217,1119035,1193.8070068359375
1706017550.328175,1123079,1180.7611083984375
1706017603.9674208,1125833,1113.8585205078125
1706017634.1080806,1127392,1134.0032958984375
1706017782.2193358,1134966,1071.837890625
1706017834.2050307,1137599,1032.0048828125
1706017866.2158742,1139250,1028.26611328125
1706017912.6481981,1141630,1032.687255859375
1706017974.4121797,1144762,968.7577514648438
1706017992.2160492,1145659,958.7291870117188
1706018088.808068,1150547,954.129638671875
1706018126.600287,1152479,944.7075805664062
1706018167.0088558,1154524,926.7432250976562
1706018236.6653345,1158096,927.178955078125
1706018291.472269,1160912,968.2173461914062
1706018509.9961326,1172037,1067.8338623046875
1706018518.999994,1172491,1087.287841796875
1706018585.3402064,1175903,1083.998291015625
1706018648.0882747,1179160,1125.1075439453125
1706018695.5519078,1181649,1141.39111328125
1706018740.420103,1184027,1141.3670654296875
1706018978.9598494,1196516,1112.404296875
1706019166.8799427,1206413,1120.0369873046875
1706019192.6639132,1207758,1081.86181640625
1706019239.798366,1210218,1121.1729736328125
1706019268.0398142,1211725,1105.31005859375
1706019380.5200484,1217511,1042.993408203125
1706019470.8434505,1222228,1117.6500244140625
1706019608.6448033,1229367,1073.7161865234375
1706019681.8760164,1233133,1036.02880859375
1706019783.5348725,1238429,1044.873779296875
1706019886.359974,1243770,1042.33447265625
1706019932.2399757,1246166,1077.14892578125
1706020087.9919212,1254228,1196.46044921875
1706020106.3316717,1255175,1195.352783203125
1706020128.5078506,1256313,1197.48193359375
1706020137.902035,1256798,1187.0716552734375
1706020150.4480047,1257449,1152.10400390625
1706020315.319952,1265976,1184.4044189453125
1706020561.9377909,1278731,1200.0125732421875
1706020571.6386917,1279217,1174.85888671875
1706020613.9199548,1281415,1154.14599609375
1706020656.4838014,1283626,1139.9500732421875
1706020969.9279895,1299720,1134.6240234375
1706020991.6443377,1300836,1133.5361328125
1706021123.7687716,1307618,1190.386962890625
1706021184.5958328,1310742,1214.8421630859375
1706021202.5638635,1311657,1183.522705078125
1706021296.6961958,1316474,1195.407470703125
1706021314.6198037,1317395,1219.6351318359375
1706021385.883919,1321039,1218.444091796875
1706021437.1678426,1323677,1201.462646484375
1706021512.3701987,1327599,1196.3526611328125
1706021580.308128,1331070,1154.9012451171875
1706021724.2600265,1338421,1075.4139404296875
1706021774.12379,1340989,1068.554443359375
1706021916.6160429,1348342,1100.095458984375
1706021991.5752358,1352184,1107.36328125
1706022055.6359117,1355421,1083.939697265625
1706022065.3040369,1355922,1079.1796875
1706022249.276454,1365288,1113.296630859375
1706022261.7001595,1365907,1139.5943603515625
1706022297.0879326,1367708,1148.527587890625
1706022319.0201547,1368815,1169.2962646484375
1706022384.9976265,1372179,1208.49169921875
1706022573.151954,1381779,1172.9473876953125
1706022587.0881402,1382485,1175.386962890625
1706022612.687296,1383805,1155.8345947265625
1706022849.6717448,1395876,1131.5440673828125
1706022888.2349796,1397811,1114.6336669921875
1706022924.7159135,1399655,1140.1597900390625
1706022924.7714133,1399656,1140.155517578125
1706022939.2719088,1400399,1119.5428466796875
1706022981.2097032,1402524,1102.7078857421875
1706023031.6598344,1405049,1090.018310546875
1706023089.8325896,1407958,1072.0108642578125
1706023115.9721248,1409261,1046.38671875
1706023124.9281046,1409720,1014.69482421875
1706023173.8141146,1412188,1054.769287109375
1706023235.8000984,1415342,1075.865234375
1706023244.0879664,1415758,1075.3304443359375
1706023273.8073912,1417302,1070.428466796875
1706023295.0297842,1418391,1052.2109375
1706023404.111968,1423854,1036.6512451171875
1706023450.330058,1426205,1055.551025390625
1706023570.6560254,1432288,1052.5006103515625
1706023625.526123,1435069,1061.977294921875
1706023673.7345517,1437508,1074.637451171875
1706023711.9959636,1439421,1102.136474609375
1706023721.095914,1439884,1119.9366455078125
1706023916.5759873,1449709,1135.49609375
1706023920.6836462,1449907,1094.00927734375
1706023932.816095,1450505,1062.1171875
1706023969.4479277,1452355,1092.1661376953125
1706024071.6998165,1457522,1087.5960693359375
1706024072.044033,1457532,1070.2901611328125
1706024081.2433057,1457991,1071.9332275390625
1706024090.184217,1458456,1053.6531982421875
1706024099.8479888,1458933,1059.028076171875
1706024160.4433396,1461980,1049.8719482421875
1706024420.0713203,1474976,1052.1610107421875
1706024502.4521165,1479111,1056.0870361328125
1706024611.0401688,1484527,1105.1202392578125
1706024756.2878606,1491719,1163.04248046875
1706024794.1360905,1493581,1196.820556640625
1706024858.5201347,1496792,1232.9710693359375
1706024884.9632275,1498103,1234.0126953125
1706024925.2198918,1500122,1238.334716796875
1706025125.8801312,1510063,1224.68359375
1706025214.151861,1514458,1276.4525146484375
1706025223.3665037,1514920,1277.28564453125
1706025432.2919526,1525287,1225.3272705078125
1706025594.35982,1533337,1141.250244140625
1706025674.0079937,1537281,1088.5025634765625
1706025722.7598257,1539681,1100.62890625
1706025812.7072785,1544130,1165.408447265625
1706025821.711912,1544573,1165.89892578125
1706025876.44409,1547265,1141.649169921875
1706025887.1200707,1547780,1151.7083740234375
1706025915.843836,1549197,1133.154541015625
1706026135.063994,1560009,1040.85791015625
1706026146.6320558,1560555,1004.1213989257812
1706026166.4197004,1561532,1003.0223388671875
1706026241.0559282,1565175,1050.5836181640625
1706026250.3199582,1565637,1052.7425537109375
1706026260.2446303,1566130,1069.432861328125
1706026261.7049289,1566197,1069.428466796875
1706026480.0041008,1576948,980.2260131835938
1706026568.1798875,1581293,1024.9412841796875
1706026578.7481377,1581817,1027.1014404296875
1706026617.9932785,1583761,1057.808349609375
1706026638.8157752,1584787,1063.2828369140625
1706026673.377888,1586526,1049.4730224609375
1706026720.4680922,1588875,1085.890380859375
1706026783.0044312,1591976,1114.5196533203125
1706026878.8479984,1596665,1167.6142578125
1706026996.016122,1602427,1173.837646484375
1706027030.288069,1604113,1188.3724365234375
1706027060.2527802,1605592,1189.1566162109375
1706027083.6920447,1606732,1199.3336181640625
1706027255.852656,1615214,1260.629150390625
1706027307.3450804,1617733,1264.6995849609375
1706027474.1656535,1625867,1237.9327392578125
1706027474.2254453,1625868,1223.4736328125
1706027497.5962896,1626995,1193.1693115234375
1706027506.2037914,1627412,1189.6966552734375
1706027522.078308,1628195,1187.727783203125
1706027570.9240816,1630630,1189.0106201171875
1706027728.9959404,1638318,1082.6099853515625
1706027784.1200707,1641038,1040.50341796875
1706027966.1599393,1649904,1071.86181640625
1706028037.3423166,1653341,1084.917724609375
1706028047.9479716,1653861,1068.30712890625
1706028163.589977,1659457,1073.349609375
1706028209.8334205,1661676,1124.1602783203125
1706028322.458073,1667100,1113.7972412109375
1706028378.4522252,1669771,1149.657958984375
1706028396.0192294,1670618,1163.079833984375
1706028420.0359294,1671784,1166.732421875
1706028439.5760741,1672728,1155.978271484375
1706028766.523589,1688417,1133.1817626953125
1706028798.0889914,1689926,1117.84716796875
1706028811.3034742,1690571,1116.45654296875
1706028866.5921912,1693247,1128.995849609375
1706028906.3841236,1695165,1138.726806640625
1706028927.780126,1696194,1155.932861328125
1706029113.0680673,1705108,1238.89404296875
1706029283.5399108,1713275,1289.0108642578125
1706029544.133254,1725738,1260.02734375
1706029842.696008,1739985,1174.98583984375
1706029906.2881844,1742991,1167.757080078125
1706030014.044643,1748160,1167.7633056640625
1706030147.8505218,1754487,1158.08349609375
1706030337.1162145,1763479,1180.098876953125
1706030440.616173,1768472,1220.2608642578125
1706030508.079915,1771704,1247.7152099609375
1706030595.954443,1775916,1248.344482421875
1706030689.1721625,1780365,1270.8736572265625
1706030709.4637816,1781339,1256.6888427734375
1706030727.613485,1782219,1258.9464111328125
1706030727.6730118,1782220,1273.4224853515625
1706030833.1685207,1787237,1262.29052734375
1706030902.1880841,1790512,1272.923095703125
1706030952.9342005,1792899,1273.1312255859375
1706031326.549039,1810674,1293.523681640625
1706031601.2039263,1823666,1295.720703125
1706031680.4519901,1827408,1266.87158203125
1706031690.2162828,1827873,1266.8575439453125
1706031695.360019,1828101,1248.1590576171875
1706032287.6361585,1856081,1342.9647216796875
1706032337.2498493,1858425,1348.3817138671875
1706032358.4359229,1859431,1331.8363037109375
1706032430.4083266,1862816,1337.8565673828125
1706032543.9802675,1868132,1348.7108154296875
1706032595.1359823,1870482,1287.750244140625
1706032643.9956157,1872762,1263.846435546875
1706032686.8802385,1874785,1240.3311767578125
1706032744.2479465,1877490,1267.8516845703125
1706032753.018946,1877893,1269.51318359375
1706032981.6681385,1888606,1139.934814453125
1706033030.0478787,1890850,1069.239501953125
1706033222.1480076,1899847,1100.526611328125
1706033241.3321514,1900737,1097.2705078125
1706033251.3652668,1901203,1096.662841796875
1706033466.1720295,1911262,1187.7564697265625
1706033496.6721354,1912697,1172.518310546875
1706033512.1636062,1913426,1165.53466796875
1706033654.615832,1920004,1209.185546875
1706033696.3532128,1921943,1237.5997314453125
1706033715.0965793,1922816,1219.9052734375
1706033734.8880107,1923745,1236.6307373046875
1706033919.1599789,1932308,1254.726318359375
1706034220.108156,1946283,1248.9461669921875
1706034258.306201,1948059,1237.8828125
1706034342.2707717,1951904,1282.538330078125
1706034357.0121045,1952582,1254.2442626953125
1706034386.4479823,1953944,1235.94873046875
1706034434.0639465,1956166,1197.98046875
1706034482.9799948,1958435,1165.2274169921875
1706034545.715126,1961355,1139.299560546875
1706034759.9038525,1971294,1164.812255859375
1706034773.704242,1971924,1170.4979248046875
1706034843.1334517,1975136,1160.1673583984375
1706034913.5920806,1978374,1182.8958740234375
1706034913.6621985,1978375,1183.1357421875
1706034945.6088173,1979848,1180.1070556640625
1706035052.6519728,1984740,1199.6993408203125
1706035153.8763084,1989385,1197.735595703125
1706035185.2838006,1990810,1202.9940185546875
1706035207.5239637,1991831,1214.9119873046875
1706035305.9158304,1996377,1249.260498046875
1706035375.888086,1999584,1202.1219482421875
1706035385.5319037,2000030,1203.44189453125
1706035433.4362628,2002233,1232.6566162109375
1706035453.2618382,2003155,1232.0706787109375
1706035475.1281598,2004154,1244.24755859375
1706035759.838843,2017190,1234.038818359375
1706035904.640018,2023811,1243.7939453125
1706036076.411931,2031698,1250.2587890625
1706036112.7119012,2033339,1250.6593017578125
1706036150.3191254,2035051,1210.58154296875
1706036255.204153,2039874,1159.3170166015625
1706036403.1920116,2046614,1146.1004638671875
1706036417.2122324,2047249,1147.4090576171875
1706036417.3240108,2047250,1133.0179443359375
1706036666.6646156,2058605,1117.309814453125
1706036690.4634795,2059709,1134.45947265625
1706036774.752755,2063561,1135.86328125
1706036817.8300154,2065525,1159.7435302734375
1706036858.983947,2067383,1168.3096923828125
1706036870.197348,2067897,1172.4207763671875
1706036950.580039,2071553,1244.847900390625
1706036980.362378,2072893,1231.67236328125
1706037097.1280568,2078122,1196.7940673828125
1706037143.239963,2080208,1204.156494140625
1706037186.9721053,2082200,1238.421142578125
1706037230.3042176,2084190,1252.985107421875
1706037359.3720183,2090039,1248.318359375
1706037448.8962252,2094080,1227.75390625
1706037585.2195747,2100220,1159.119140625
1706037656.647989,2103430,1084.5511474609375
1706037736.7890148,2107055,1077.7850341796875
1706037960.595977,2117119,1012.7587280273438
1706037998.6642215,2118785,968.3021240234375
1706038023.2988265,2119896,935.9683227539062
1706038043.7552724,2120831,952.1309814453125
1706038063.4234412,2121724,952.5703735351562
1706038126.6638062,2124579,1019.7183227539062
1706038139.3200724,2125144,988.739501953125
1706038249.4441626,2130111,1022.7940063476562
1706038317.3522646,2133153,1041.3448486328125
1706038326.2321103,2133556,1056.553466796875
1706038409.78394,2137290,1050.9447021484375
1706038458.9640384,2139485,992.8158569335938
1706038561.3282008,2144023,1009.0759887695312
1706038701.9160628,2150307,1070.2655029296875
1706038784.3812943,2153980,1019.5645141601562
1706038821.4921293,2155617,1038.4705810546875
1706038855.4679608,2157120,1054.614990234375
1706038866.347477,2157599,1036.77392578125
1706038896.6558933,2158928,1011.8447265625
1706038975.9690056,2162485,1059.1064453125
